CLIENTE,EDO,FOLIO,PRODUCTO,TONS,MONTO,
agricola bacson spr de ri,sonora,260592894,trigo,544,168522.05,CALL
agricola evaleo spr de rl,sonora,260592902,trigo,408,126391.54,CALL
agricola evaleo spr de rl,sonora,260592902,trigo,272,84261.03,CALL
agricola los campoy spr de ri,sonora,260592910,trigo,2177,674088.2,CALL
agricola rio yaqui spr de rl,sonora,260592928,trigo,816,252783.08,CALL
agropecuaria verduzco spr de ri,sonora,260592936,trigo,1089,337044.1,CALL
antonio jesus barcelo urquijo,sonora,260592944,trigo,953,294913.59,CALL
antonio jesus barcelo urquijo,sonora,260592944,trigo,272,84261.03,CALL
arias quintana spr de ri,sonora,260592951,trigo,544,168522.05,CALL
arias quintana spr de ri,sonora,260592951,trigo,136,42130.51,CALL
campo alva spr de ri,sonora,260592969,trigo,544,168522.05,CALL
campo alva spr de ri,sonora,260592969,trigo,136,42130.51,CALL
gf lorena margarita sa de cv sofom enr,sonora,260592977,trigo,544,168522.05,CALL
gf lorena margarita sa de cv sofom enr,sonora,260592977,trigo,2449,758349.23,CALL
grupo gambino spr de ri,sonora,260592985,trigo,408,126391.54,CALL
grupo gambino spr de ri,sonora,260592985,trigo,2858,861200.41,CALL
hermur spr de ri,sonora,260592993,trigo,816,246057.26,CALL
hermur spr de ri,sonora,260592993,trigo,136,41009.54,CALL
la familia los cobitos spr de ri,sonora,260593009,trigo,544,164038.17,CALL
la familia los cobitos spr de ri,sonora,260593009,trigo,136,41009.54,CALL
los cuatreros spr de ri,sonora,260593017,trigo,816,246057.26,CALL
los mezquites de la huerta spr de ri,sonora,260593025,trigo,816,246057.26,CALL
nuevo milenio mayo spr de ri,sonora,260593033,trigo,2177,656152.69,CALL
nuevo milenio mayo spr de ri,sonora,260593033,trigo,680,205047.72,CALL
productora agrícola san alberto spr de rl,sonora,260593041,trigo,2313,697162.24,CALL
productora agrícola san alberto spr de rl,sonora,260593041,trigo,408,123028.63,CALL
quinvale spr de ri,sonora,260593058,trigo,680,205047.72,CALL
roman portela spr de ri,sonora,260593066,trigo,1089,328076.35,CALL
tetabiate empresa social spr de rl,sonora,260593074,trigo,2177,656152.69,CALL
tetabiate empresa social spr de rl,sonora,260593074,trigo,1905,574133.61,CALL
tirisco wasa spr de ri,sonora,260593082,trigo,2177,656152.69,CALL
tirisco wasa spr de ri,sonora,260593082,trigo,544,164038.17,CALL
ucaici sa de cv,sonora,260593090,trigo,3266,984229.04,CALL
ucaici sa de cv,sonora,260593090,trigo,136,41009.54,CALL
agrícola don manuel spr de rl,sonora,260593108,trigo,953,287066.8,CALL
agrícola fyr del rio spr de rl,sonora,260593116,trigo,680,205047.72,CALL
agrícola hectorres spr de rl,sonora,260593124,trigo,1089,328076.35,CALL
agrícola hectorres spr de rl,sonora,260593124,trigo,136,41009.54,CALL
agropecuaria la alameda spr de ri,sonora,260593132,trigo,680,205047.72,CALL
agropecuaria la alameda spr de ri,sonora,260593132,trigo,136,41009.54,CALL
agropecuaria verduzco spr de ri,sonora,260593140,trigo,544,164038.17,CALL
ana isabel cubedo saldivar,sonora,260593157,trigo,544,164038.17,CALL
benito octavio careaga rodriguez,sonora,260593165,trigo,544,164038.17,CALL
ejido colectivo miguel de madrid no. 2,sonora,260593173,trigo,408,123028.63,CALL
ejido colectivo miguel de madrid no. 2,sonora,260593173,trigo,272,82019.09,CALL
el cercon de juan spr de rl,sonora,260593181,trigo,544,164038.17,CALL
la familia los cobitos spr de ri,sonora,260593199,trigo,816,246057.26,CALL
los cuatreros spr de ri,sonora,260593207,trigo,544,164038.17,CALL
los chuunakas spr de ri,sonora,260593215,trigo,816,246057.26,CALL
los rayados spr de ri,sonora,260593223,trigo,953,287066.8,CALL
los rayados spr de ri,sonora,260593223,trigo,136,41009.54,CALL
nahule tierra a la orilla del rio spr,sonora,260593231,trigo,272,82019.09,CALL
nahule tierra a la orilla del rio spr,sonora,260593231,trigo,272,82019.09,CALL
roman portela spr de ri,sonora,260593249,trigo,272,82019.09,CALL
roman portela spr de ri,sonora,260593249,trigo,136,41009.54,CALL
roman portela spr de ri,sonora,260593249,trigo,136,41009.54,CALL
ucaici sa de cv,sonora,260593256,trigo,2585,779181.32,CALL
comercializadora agroindustrial aoass sa de cv,sonora,260593660,trigo,7348,2214515.34,CALL
comercializadora agroindustrial aoass sa de cv,sonora,260593660,trigo,2722,812717.74,CALL
harinera los pirineos sa de cv,sonora,260592639,trigo,2449,738171.78,PUT
grupo trimex sa de cv,sonora,260592662,trigo,953,287066.8,PUT
molino la fama sa de cv,sonora,260592696,trigo,1361,410095.43,PUT
molinera del fuerte sa de cv,sonora,260592720,trigo,4218,1271295.84,PUT
harinera de sinaloa sa de cv,sonora,260592753,trigo,1089,328076.35,PUT
tablex miller s de rl de cv,sonora,260592811,trigo,3402,1025238.58,PUT
tablex miller s de rl de cv,sonora,260592811,trigo,5307,1599372.19,PUT
tablex miller s de rl de cv,sonora,260592811,trigo,2585,779181.32,PUT
molino harinero san blas sa de cv,sonora,260592845,trigo,9934,2993696.66,PUT
harinera los pirineos sa de cv,sonora,260592647,trigo,2449,879413.92,PUT
grupo trimex sa de cv,sonora,260592670,trigo,1089,390850.63,PUT
molino la fama sa de cv,sonora,260592704,trigo,1769,635132.28,PUT
molinera del fuerte sa de cv,sonora,260592738,trigo,5035,1807684.17,PUT
harinera de sinaloa sa de cv,sonora,260592761,trigo,2313,830557.59,PUT
tablex miller s de rl de cv,sonora,260592829,trigo,11294,4055075.3,PUT
molino harinero san blas sa de cv,sonora,260592852,trigo,9934,3566512.01,PUT
harinera los pirineos sa de cv,sonora,260592654,trigo,5171,2481294.09,PUT
grupo trimex sa de cv,sonora,260592688,trigo,2041,979458.19,PUT
molino la fama sa de cv,sonora,260592712,trigo,2858,1371241.47,PUT
molinera del fuerte sa de cv,sonora,260592746,trigo,9525,4570804.91,PUT
harinera de sinaloa sa de cv,sonora,260592779,trigo,1633,783566.56,PUT
harinera de sinaloa sa de cv,sonora,260592779,trigo,1633,788050.43,PUT
tablex miller s de rl de cv,sonora,260592837,trigo,1089,525366.96,PUT
tablex miller s de rl de cv,sonora,260592837,trigo,6804,3302226.29,PUT
tablex miller s de rl de cv,sonora,260592837,trigo,14560,7106745.51,PUT
molino harinero san blas sa de cv,sonora,260592860,trigo,680,332090.91,PUT
molino harinero san blas sa de cv,sonora,260592860,trigo,1361,664181.82,PUT
molino harinero san blas sa de cv,sonora,260592860,trigo,4082,1992545.47,PUT
molino harinero san blas sa de cv,sonora,260592860,trigo,680,332090.91,PUT
molino harinero san blas sa de cv,sonora,260592860,trigo,680,332090.91,PUT
molino harinero san blas sa de cv,sonora,260592860,trigo,6123,2988818.21,PUT
molino harinero san blas sa de cv,sonora,260592860,trigo,680,332090.91,PUT
molino harinero san blas sa de cv,sonora,260592860,trigo,2858,1394781.83,PUT
molino harinero san blas sa de cv,sonora,260592860,trigo,2585,1261945.46,PUT
comercializadora agroindustrial aoass sa de cv,sonora,260593264,trigo,10070,3062356.79,CALL
feriva spr de rl,sonora,260593272,trigo,3946,1200112.79,CALL
feriva spr de rl,sonora,260593272,trigo,136,41383.2,CALL
san agustin del ocuca sa de cv,sonora,260593280,trigo,1497,455215.2,CALL
san agustin del ocuca sa de cv,sonora,260593280,trigo,136,41383.2,CALL
san agustin del ocuca sa de cv,sonora,260593280,trigo,408,124149.6,CALL
garcia  reyes  maria  de  los angeles,sonora,260593298,trigo,408,124149.6,CALL
garcia  reyes  maria  de  los angeles,sonora,260593298,trigo,136,41383.2,CALL
alma josefina ramos arzate,sonora,260593306,trigo,408,124149.6,CALL
alma josefina ramos arzate,sonora,260593306,trigo,136,41383.2,CALL
gomez leyva victor manuel,sonora,260593314,trigo,408,124149.6,CALL
gomez leyva victor manuel,sonora,260593314,trigo,136,41383.2,CALL
hopkins gamez guillermo,sonora,260593322,trigo,408,124149.6,CALL
hopkins gamez guillermo,sonora,260593322,trigo,136,41383.2,CALL
cuadras escarrega eduardo,sonora,260593330,trigo,408,124149.6,CALL
leon reyna bladimiro,sonora,260593348,trigo,408,124149.6,CALL
figueroa loroña francisca,sonora,260593355,trigo,136,41383.2,CALL
figueroa loroña francisca,sonora,260593355,trigo,136,41383.2,CALL
figueroa loroña francisca,sonora,260593355,trigo,136,41383.2,CALL
garcia reyes juan,sonora,260593363,trigo,272,82766.4,CALL
gallegos vega angel,sonora,260593371,trigo,272,82766.4,CALL
grupo gambino spr de ri,sonora,260593389,trigo,2858,869047.2,CALL
grupo gambino spr de ri,sonora,260593389,trigo,1089,331065.6,CALL
grupo gambino spr de ri,sonora,260593389,trigo,544,165532.8,CALL
agricola perez leon spr de ri,sonora,260593397,trigo,1089,331065.6,CALL
agricola la chapis spr de rl,sonora,260593405,trigo,816,248299.2,CALL
olivgom spr de ri,sonora,260593413,trigo,816,248299.2,CALL
agricola el porvenir gambino spr de ri,sonora,260593421,trigo,680,206916,CALL
"hermanos ochoa bedoy, spr de rl",sonora,260593439,trigo,544,165532.8,CALL
buper spr de ri,sonora,260593447,trigo,408,124149.6,CALL
buper spr de ri,sonora,260593447,trigo,136,41383.2,CALL
zazueta olea ramon,sonora,260593454,trigo,408,124149.6,CALL
valdez juarez jesus eduardo,sonora,260593462,trigo,272,82766.4,CALL
gambino felix arturo,sonora,260593470,trigo,136,41383.2,CALL
gambino felix arturo,sonora,260593470,trigo,136,41383.2,CALL
matus flores spr de ri,sonora,260593488,trigo,272,82766.4,CALL
gaxiola vazquez ignacio,sonora,260593496,trigo,272,82766.4,CALL
gambino felix samuel,sonora,260593504,trigo,1361,413832,CALL
gambino felix samuel,sonora,260593504,trigo,4491,1365645.59,CALL
gambino felix samuel,sonora,260593504,trigo,2449,744897.6,CALL
izaguirre garcia spr de ri,sonora,260593512,trigo,953,289682.4,CALL
izaguirre garcia spr de ri,sonora,260593512,trigo,136,41383.2,CALL
espinoza rodriguez miguel,sonora,260593520,trigo,544,165532.8,CALL
espinoza rodriguez miguel,sonora,260593520,trigo,136,41383.2,CALL
espinoza rodriguez miguel,sonora,260593520,trigo,136,41383.2,CALL
bustamante cubedo gpe.,sonora,260593538,trigo,272,82766.4,CALL
bustamante cubedo gpe.,sonora,260593538,trigo,272,82766.4,CALL
chaparro  bustamante  jesus alberto,sonora,260593546,trigo,544,165532.8,CALL
chaparro maldonado raul,sonora,260593553,trigo,408,124149.6,CALL
chaparro maldonado raul,sonora,260593553,trigo,136,41383.2,CALL
rivera alvarez humberto,sonora,260593561,trigo,544,165532.8,CALL
rivera alvarez andres,sonora,260593579,trigo,272,82766.4,CALL
rivera alvarez andres,sonora,260593579,trigo,136,41383.2,CALL
barron valdez jose luis,sonora,260593587,trigo,272,82766.4,CALL
delgado corrales juan,sonora,260593595,trigo,272,82766.4,CALL
escalante  almada  gisela  del carmen,sonora,260593603,trigo,272,82766.4,CALL
moreno romero fco javier,sonora,260593611,trigo,272,82766.4,CALL
sanchez rubio juan armando,sonora,260593629,trigo,272,82766.4,CALL
madrid arvizu victor manuel,sonora,260593637,trigo,136,41383.2,CALL
madrid arvizu victor manuel,sonora,260593637,trigo,136,41383.2,CALL
velarde garces juan ramon,sonora,260593645,trigo,136,41383.2,CALL
velarde garces juan ramon,sonora,260593645,trigo,136,41383.2,CALL
contreras barba armando,sonora,260593652,trigo,136,41383.2,CALL
contreras barba armando,sonora,260593652,trigo,136,41383.2,CALL
16 d e julio spr de ri,sonora,260593678,trigo,2313,703514.4,CALL
acedo rivera luz de lourdes,sonora,260593686,trigo,544,165532.8,CALL
acuña salido francisca,sonora,260593694,trigo,136,41383.2,CALL
agricola bbc s de rl de cv,sonora,260593702,trigo,408,124149.6,CALL
agricola bbc s de rl de cv,sonora,260593702,trigo,272,82766.4,CALL
agricola jalca spr de ri,sonora,260593710,trigo,1361,413832,CALL
agricola jalca spr de ri,sonora,260593710,trigo,408,124149.6,CALL
souque brito jesus alfonso,sonora,260593728,trigo,408,124149.6,CALL
antonio eliseo nuñez castillo,sonora,260593736,trigo,136,41383.2,CALL
antonio jesus barcelo urquijo,sonora,260593744,trigo,544,165532.8,CALL
barrera zamora juan jose,sonora,260593751,trigo,136,41383.2,CALL
cota juarez roberto,sonora,260593769,trigo,272,82766.4,CALL
emiliano rabago quiñonez,sonora,260593777,trigo,136,41383.2,CALL
esquer de la bara eduardo antonio,sonora,260593785,trigo,544,165532.8,CALL
esquer  de  la  bara  rafael francisco,sonora,260593793,trigo,544,165532.8,CALL
felix aranburo francisco javier,sonora,260593801,trigo,136,41383.2,CALL
jose jesus jimenez lopez,sonora,260593819,trigo,136,41383.2,CALL
juan ramon aguilar lopez,sonora,260593827,trigo,272,82766.4,CALL
juan ramon aguilar lopez,sonora,260593827,trigo,136,41383.2,CALL
konitaka spr de ri,sonora,260593835,trigo,408,124149.6,CALL
lara estardante jose manuel,sonora,260593843,trigo,136,41383.2,CALL
longoria rios francisco javier,sonora,260593850,trigo,136,41383.2,CALL
longoria rios francisco javier,sonora,260593850,trigo,136,41383.2,CALL
longoria rios graciela,sonora,260593868,trigo,136,41383.2,CALL
longoria rios graciela,sonora,260593868,trigo,136,41383.2,CALL
lopez castillo idalia maria,sonora,260593876,trigo,680,206916,CALL
marco bruno avilez rascon,sonora,260593884,trigo,136,41383.2,CALL
mayojuzalit numero 2 spr de ri,sonora,260593892,trigo,272,82766.4,CALL
miranda bacilio cristal giselda,sonora,260593900,trigo,272,82766.4,CALL
morales acedo manuel de jesus,sonora,260593918,trigo,272,82766.4,CALL
nuñez ruiz aurelio,sonora,260593926,trigo,544,165532.8,CALL
pacheco esquer manuel de jesus,sonora,260593934,trigo,136,41383.2,CALL
padilla gonzalez salvador,sonora,260593942,trigo,408,124149.6,CALL
ramon fernando rincon martínez,sonora,260593959,trigo,136,41383.2,CALL
ramon fernando rincon martínez,sonora,260593959,trigo,136,41383.2,CALL
ramos contreras dagoberto,sonora,260593967,trigo,272,82766.4,CALL
ramos contreras dagoberto,sonora,260593967,trigo,136,41383.2,CALL
raquel nunez cota,sonora,260593975,trigo,136,41383.2,CALL
razcon pompa miguel,sonora,260593983,trigo,136,41383.2,CALL
razcon pompa miguel,sonora,260593983,trigo,136,41383.2,CALL
razcon pompa santos,sonora,260593991,trigo,136,41383.2,CALL
razcon pompa santos,sonora,260593991,trigo,136,41383.2,CALL
razcon razcon miguel,sonora,260594007,trigo,136,41383.2,CALL
razcon razcon miguel,sonora,260594007,trigo,136,41383.2,CALL
rigoberto fletes avalos,sonora,260594015,trigo,136,41383.2,CALL
robles higuera luis arturo,sonora,260594023,trigo,136,41383.2,CALL
rodríguez chaidez enrique,sonora,260594031,trigo,136,41383.2,CALL
rodríguez chaidez enrique,sonora,260594031,trigo,136,41383.2,CALL
rodríguez mendivil maría luisa,sonora,260594049,trigo,136,41383.2,CALL
rosa amelia rincon martínez,sonora,260594056,trigo,136,41383.2,CALL
rubalcava perez eulogio,sonora,260594064,trigo,136,41383.2,CALL
sarmiento soto ruperto,sonora,260594072,trigo,272,82766.4,CALL
serrano simental octaviano,sonora,260594080,trigo,136,41383.2,CALL
edna maría castro valdez,sonora,260594098,trigo,272,82766.4,CALL
edna maría castro valdez,sonora,260594098,trigo,136,41383.2,CALL
jesus  oscar tadeo valenzuela moreno,sonora,260594106,trigo,136,41383.2,CALL
maría  de  los  angeles  valdez cabrera,sonora,260594114,trigo,544,165532.8,CALL
sibolagro spr de ri,sonora,260594122,trigo,408,124149.6,CALL
susana duarte perez,sonora,260594130,trigo,272,82766.4,CALL
tam urias keiko guadalupe,sonora,260594148,trigo,136,41383.2,CALL
tam urias keiko guadalupe,sonora,260594148,trigo,136,41383.2,CALL
tam valle victor manuel,sonora,260594155,trigo,136,41383.2,CALL
tam valle victor manuel,sonora,260594155,trigo,136,41383.2,CALL
valdez botello guillermo,sonora,260594163,trigo,272,82766.4,CALL
valdez botello guillermo,sonora,260594163,trigo,136,41383.2,CALL
valdez quintero ernesto,sonora,260594171,trigo,136,41383.2,CALL
valenzuela duarte abril adriana,sonora,260594189,trigo,272,82766.4,CALL
vega bernal placido,sonora,260594197,trigo,136,41383.2,CALL
velderrain enriquez victoriano,sonora,260594205,trigo,136,41383.2,CALL
victor barreras robles,sonora,260594213,trigo,272,82766.4,CALL
victor luis bojorquez leyva,sonora,260594221,trigo,408,124149.6,CALL
victor luis bojorquez leyva,sonora,260594221,trigo,136,41383.2,CALL
virginia leticia ruiz esquer,sonora,260594239,trigo,272,82766.4,CALL
agrícola el porvenir gambino spr de ri,sonora,260594247,trigo,544,165532.8,CALL
agrícola el porvenir gambino spr de ri,sonora,260594247,trigo,272,82766.4,CALL
wendlandt garcía hermes,sonora,260594254,trigo,136,41383.2,CALL
espinal huerta magdalena,sonora,260594262,trigo,2722,827664,CALL
espinal huerta magdalena,sonora,260594262,trigo,272,82766.4,CALL
productores de la irrigación,sonora,260594270,trigo,2313,703514.4,CALL
integradora   de   organismos campesinos del noroeste sa de cv,sonora,260594288,trigo,2177,662131.2,CALL
integradora  de  organismos campesinos del noroeste,sonora,260594288,trigo,136,41383.2,CALL
vision xxi stg sa de cv,sonora,260594296,trigo,8981,2731291.19,CALL
agropecuaria amparan sa de cv,sonora,260594304,trigo,1497,455215.2,CALL
alonso soto mendivil,sonora,260594312,trigo,1225,372448.8,CALL
alonso soto mendivil,sonora,260594312,trigo,408,124149.6,CALL
vera ayala alicia,sonora,260594320,trigo,2313,703514.4,CALL
vera ayala alicia,sonora,260594320,trigo,136,41383.2,CALL
agricola recoleta spr de ri,sonora,260594338,trigo,1769,537981.6,CALL
cesar gadiel lara yocupicio,sonora,260594346,trigo,23950,7283443.17,CALL
cesar gadiel lara yocupicio,sonora,260594346,trigo,1497,455215.2,CALL
agropecuaria el trigal dorado spr de ri,sonora,260594353,trigo,3402,1034580,CALL
agropecuaria el trigal dorado spr de ri,sonora,260594353,trigo,136,41383.2,CALL
los tres borregos barreras spr de ri,sonora,260594361,trigo,4899,1489795.19,CALL
los tres borregos barreras spr de ri,sonora,260594361,trigo,272,82766.4,CALL
agrofruticula guaymitas spr de rl,sonora,260594379,trigo,1089,337044.1,CALL
robolud sa de cv,sonora,260594387,trigo,2858,884740.77,CALL
robolud sa de cv,sonora,260594387,trigo,136,42130.51,CALL
agricola kena spr de rl,sonora,260594395,trigo,1361,421305.13,CALL
compañía nacional almacenadora sa de cv,sinaloa,250290129,maíz,31497,8595031.13,PUT
compañía nacional almacenadora sa de cv,sinaloa,250290129,maíz,22480,6134356.9,PUT
compañía nacional almacenadora sa de cv,sinaloa,250290129,maíz,6350,1807600.47,PUT
compañía nacional almacenadora sa de cv,sinaloa,250290129,maíz,1270,361520.09,PUT
compañía nacional almacenadora sa de cv,sinaloa,250290129,maíz,889,253064.07,PUT
compañía nacional almacenadora sa de cv,sinaloa,250290160,maíz,50040,14243891.71,PUT
compañía nacional almacenadora sa de cv,sinaloa,250290160,maíz,1016,289216.08,PUT
compañía nacional almacenadora sa de cv,sinaloa,250290160,maíz,19051,4974413.67,PUT
compañía nacional almacenadora sa de cv,sinaloa,250290129,maíz,7112,1898963.96,PUT
compañía nacional almacenadora sa de cv,sinaloa,250290129,maíz,381,101730.21,PUT
compañía nacional almacenadora sa de cv,sinaloa,250290129,maíz,127,33910.07,PUT
